idade,peso,altura,imc,sexo_m,sexo_f,lesoes_count,comorbidades_count,n_days,total_exs,lower_count,lower_ratio,has_biset,has_triset,has_drop,quality_label
24,69.3,1.6,27.1,0,1,0,0,1,5,2,0.4,0,0,0,1
18,82.0,1.89,23.0,1,0,0,1,5,35,14,0.4,0,0,0,1
20,96.4,1.91,26.4,1,0,1,0,1,6,2,0.333,0,0,0,1
24,68.4,1.62,26.1,0,1,1,0,1,6,2,0.333,0,0,0,0
27,75.5,1.84,22.3,1,0,0,0,1,6,2,0.333,0,0,0,1
56,86.2,1.67,30.9,0,1,0,0,3,21,5,0.238,0,0,0,0
37,80.0,1.7,27.7,0,1,0,0,3,23,5,0.217,0,0,0,0
32,66.4,1.86,19.2,1,0,0,0,5,48,17,0.354,0,0,0,0
45,79.8,1.88,22.6,1,0,0,0,3,24,6,0.25,0,0,0,1
20,88.2,1.67,31.6,1,0,0,0,5,39,14,0.359,0,0,0,1
19,79.8,1.88,22.6,1,0,2,0,1,5,2,0.4,0,0,0,1
57,75.4,1.68,26.7,0,1,1,0,1,5,2,0.4,0,0,0,1
31,54.1,1.76,17.5,0,1,1,1,5,31,10,0.323,0,0,0,0
26,74.0,1.91,20.3,1,0,1,1,1,4,2,0.5,0,0,0,0
51,88.1,1.67,31.6,1,0,0,0,5,46,15,0.326,0,0,0,0
28,61.1,1.85,17.9,1,0,0,1,1,4,2,0.5,0,0,0,0
34,67.2,1.62,25.6,0,1,2,0,3,24,5,0.208,0,0,0,0
58,63.6,1.76,20.5,1,0,1,0,3,26,6,0.231,0,0,0,0
36,68.8,1.58,27.6,0,1,2,0,1,5,2,0.4,0,0,0,1
45,93.2,1.66,33.8,1,0,0,0,5,44,15,0.341,0,0,0,0
37,95.2,1.91,26.1,1,0,0,0,3,21,6,0.286,0,0,0,1
42,73.2,1.59,29.0,0,1,0,1,3,19,4,0.211,0,0,0,0
51,67.4,1.58,27.0,0,1,1,0,3,24,4,0.167,0,0,0,0
41,57.4,1.69,20.1,0,1,0,0,3,20,4,0.2,0,0,0,0
53,97.9,1.69,34.3,1,0,1,1,3,18,4,0.222,0,0,0,1
49,66.6,1.86,19.3,1,0,0,1,1,4,1,0.25,0,0,0,0
53,70.3,1.62,26.8,0,1,0,0,5,44,15,0.341,0,0,0,0
47,84.7,1.62,32.3,0,1,1,0,3,22,6,0.273,0,0,0,0
52,64.9,1.73,21.7,1,0,0,0,1,5,2,0.4,0,0,0,1
31,65.2,1.6,25.5,0,1,2,0,5,45,15,0.333,0,0,0,0
39,57.4,1.64,21.3,0,1,1,0,1,5,2,0.4,0,0,0,1
53,60.6,1.69,21.2,1,0,0,1,3,17,4,0.235,0,0,0,1
48,61.9,1.67,22.2,0,1,0,1,1,4,2,0.5,0,0,0,0
37,76.5,1.6,29.9,0,1,0,0,1,5,2,0.4,0,0,0,1
50,107.1,1.91,29.4,1,0,0,0,3,22,4,0.182,0,0,0,1
60,60.1,1.69,21.0,0,1,0,0,3,20,5,0.25,0,0,0,0
41,51.2,1.57,20.8,0,1,2,0,1,5,2,0.4,0,0,0,1
40,70.9,1.69,24.8,0,1,1,0,3,23,6,0.261,0,0,0,0
28,82.7,1.71,28.3,0,1,1,1,3,17,4,0.235,0,0,0,0
43,101.5,1.73,33.9,1,0,0,0,3,20,5,0.25,0,0,0,1
46,80.9,1.9,22.4,1,0,1,0,3,25,6,0.24,0,0,0,0
48,79.4,1.77,25.3,1,0,0,0,1,5,2,0.4,0,0,0,1
57,51.6,1.63,19.4,0,1,0,0,3,23,6,0.261,0,0,0,0
41,73.4,1.89,20.5,1,0,0,0,3,23,6,0.261,0,0,0,1
58,51.4,1.69,18.0,0,1,1,1,3,14,3,0.214,0,0,0,0
27,104.6,1.87,29.9,1,0,0,1,3,19,4,0.211,0,0,0,1
33,80.3,1.93,21.6,1,0,1,0,3,26,6,0.231,0,0,0,0
36,55.8,1.69,19.5,0,1,1,0,3,24,6,0.25,0,0,0,0
44,84.2,1.6,32.9,0,1,0,0,3,19,4,0.211,0,0,0,0
55,70.9,1.7,24.5,1,0,1,0,3,23,4,0.174,0,0,0,1
21,71.7,1.78,22.6,1,0,0,0,1,6,2,0.333,0,0,0,1
59,81.2,1.77,25.9,1,0,0,0,1,5,2,0.4,0,0,0,1
36,63.5,1.69,22.2,1,0,0,0,5,45,17,0.378,0,0,0,0
33,95.9,1.82,29.0,1,0,0,0,1,5,2,0.4,0,0,0,1
28,101.8,1.85,29.7,1,0,1,2,1,3,1,0.333,0,0,0,0
27,57.6,1.66,20.9,0,1,0,0,3,22,5,0.227,0,0,0,0
37,61.5,1.82,18.6,1,0,2,0,3,23,6,0.261,0,0,0,1
20,83.5,1.67,29.9,0,1,2,0,5,48,17,0.354,0,0,0,0
47,65.5,1.71,22.4,0,1,1,0,3,24,6,0.25,0,0,0,0
31,79.4,1.56,32.6,0,1,0,0,1,6,2,0.333,0,0,0,0
50,58.3,1.58,23.4,0,1,0,0,1,5,2,0.4,0,0,0,1
20,89.3,1.56,36.7,0,1,1,0,1,5,2,0.4,0,0,0,1
51,84.6,1.55,35.2,0,1,1,0,3,22,6,0.273,0,0,0,0
47,96.9,1.95,25.5,1,0,0,0,1,5,2,0.4,0,0,0,1
51,79.1,1.6,30.9,0,1,0,1,5,33,13,0.394,0,0,0,1
53,66.7,1.66,24.2,0,1,0,0,3,22,4,0.182,0,0,0,0
38,88.5,1.74,29.2,1,0,1,0,3,22,5,0.227,0,0,0,1
47,78.9,1.68,28.0,0,1,1,0,5,44,14,0.318,0,0,0,0
36,50.2,1.57,20.4,0,1,0,0,1,5,2,0.4,0,0,0,1
55,79.6,1.57,32.3,0,1,0,0,3,19,5,0.263,0,0,0,0
30,96.4,1.84,28.5,1,0,0,0,1,6,2,0.333,0,0,0,1
55,102.7,1.78,32.4,1,0,0,0,3,21,5,0.238,0,0,0,1
60,64.8,1.69,22.7,0,1,0,0,1,6,2,0.333,0,0,0,0
56,100.3,1.69,35.1,1,0,0,0,3,23,4,0.174,0,0,0,1
45,53.8,1.72,18.2,0,1,0,0,3,24,6,0.25,0,0,0,0
55,63.8,1.6,24.9,0,1,2,0,3,26,6,0.231,0,0,0,0
55,78.3,1.66,28.4,1,0,1,0,5,46,16,0.348,0,0,0,0
29,71.4,1.92,19.4,1,0,0,0,5,45,15,0.333,0,0,0,0
52,72.1,1.8,22.3,0,1,0,0,1,6,2,0.333,0,0,0,0
42,85.1,1.67,30.5,0,1,0,0,3,24,6,0.25,0,0,0,0
51,77.3,1.59,30.6,0,1,1,0,5,43,16,0.372,0,0,0,0
55,91.7,1.67,32.9,1,0,1,1,5,29,13,0.448,0,0,0,1
38,58.1,1.68,20.6,0,1,0,0,5,45,16,0.356,0,0,0,0
51,67.1,1.7,23.2,0,1,0,1,5,34,10,0.294,0,0,0,0
25,89.5,1.73,29.9,1,0,0,0,3,21,6,0.286,0,0,0,1
54,83.1,1.61,32.1,0,1,1,0,3,18,4,0.222,0,0,0,0
54,76.2,1.74,25.2,1,0,0,0,1,5,2,0.4,0,0,0,1
41,96.1,1.85,28.1,1,0,1,0,1,5,2,0.4,0,0,0,1
33,107.4,1.92,29.1,1,0,1,0,3,23,6,0.261,0,0,0,1
60,88.6,1.79,27.7,0,1,2,1,3,14,4,0.286,0,0,0,0
57,51.2,1.62,19.5,0,1,2,0,3,26,6,0.231,0,0,0,0
55,61.2,1.85,17.9,1,0,2,0,3,25,5,0.2,0,0,0,0
23,76.6,1.86,22.1,1,0,0,0,3,24,6,0.25,0,0,0,1
50,52.4,1.55,21.8,0,1,1,0,3,20,5,0.25,0,0,0,0
32,109.1,1.91,29.9,1,0,0,0,3,24,6,0.25,0,0,0,1
23,102.5,1.66,37.2,1,0,0,1,1,4,2,0.5,0,0,0,0
40,88.4,1.68,31.3,1,0,0,0,3,21,5,0.238,0,0,0,1
18,55.7,1.73,18.6,0,1,2,0,1,5,2,0.4,0,0,0,1
40,59.7,1.66,21.7,0,1,0,0,3,21,6,0.286,0,0,0,0
46,76.7,1.78,24.2,1,0,1,0,3,23,4,0.174,0,0,0,1
55,76.8,1.89,21.5,1,0,0,0,5,47,16,0.34,0,0,0,0
51,86.9,1.76,28.1,0,1,1,1,3,17,4,0.235,0,0,0,0
36,63.6,1.78,20.1,0,1,1,2,1,3,2,0.667,0,0,0,0
50,80.4,1.68,28.5,1,0,0,0,5,46,15,0.326,0,0,0,0
57,61.4,1.61,23.7,0,1,0,1,1,5,2,0.4,0,0,0,1
51,104.6,1.78,33.0,1,0,1,1,1,4,2,0.5,0,0,0,0
26,78.0,1.92,21.2,1,0,1,0,1,5,2,0.4,0,0,0,1
30,84.9,1.61,32.8,0,1,1,0,3,24,6,0.25,0,0,0,0
40,82.8,1.68,29.3,1,0,1,0,1,5,2,0.4,0,0,0,1
31,83.3,1.8,25.7,1,0,0,0,1,5,2,0.4,0,0,0,1
24,60.8,1.75,19.9,0,1,1,0,1,5,2,0.4,0,0,0,1
24,86.6,1.69,30.3,1,0,0,0,1,6,2,0.333,0,0,0,1
30,80.1,1.68,28.4,0,1,0,0,3,23,6,0.261,0,0,0,0
55,101.5,1.79,31.7,1,0,0,0,1,5,2,0.4,0,0,0,1
56,64.8,1.76,20.9,0,1,1,0,1,6,2,0.333,0,0,0,0
26,96.5,1.76,31.2,1,0,0,0,5,46,17,0.37,0,0,0,0
41,82.4,1.57,33.4,0,1,0,0,1,6,2,0.333,0,0,0,0
34,78.9,1.72,26.7,1,0,1,0,5,45,14,0.311,0,0,0,0
29,73.4,1.76,23.7,1,0,0,0,1,5,2,0.4,0,0,0,1
46,67.7,1.7,23.4,0,1,0,0,1,6,2,0.333,0,0,0,0
29,70.8,1.93,19.0,1,0,0,0,1,6,2,0.333,0,0,0,1
35,100.7,1.9,27.9,1,0,0,0,3,21,5,0.238,0,0,0,1
54,50.1,1.64,18.6,0,1,1,0,1,5,2,0.4,0,0,0,1
58,96.9,1.89,27.1,1,0,0,0,3,21,6,0.286,0,0,0,1
45,53.0,1.61,20.4,0,1,0,0,1,6,2,0.333,0,0,0,0
55,64.9,1.66,23.6,0,1,0,1,5,29,13,0.448,0,0,0,1
39,81.4,1.86,23.5,1,0,0,0,1,5,2,0.4,0,0,0,1
34,53.5,1.71,18.3,0,1,1,2,3,13,3,0.231,0,0,0,0
49,89.7,1.67,32.2,0,1,0,1,3,18,4,0.222,0,0,0,0
39,87.2,1.6,34.1,0,1,0,0,3,25,6,0.24,0,0,0,0
24,77.4,1.66,28.1,0,1,2,1,1,5,2,0.4,0,0,0,1
44,51.2,1.57,20.8,0,1,0,0,1,5,2,0.4,0,0,0,1
50,55.3,1.69,19.4,0,1,2,0,1,6,2,0.333,0,0,0,0
56,67.5,1.88,19.1,1,0,1,0,3,19,4,0.211,0,0,0,1
27,67.2,1.68,23.8,0,1,0,0,5,43,16,0.372,0,0,0,0
58,75.4,1.7,26.1,0,1,2,0,3,20,5,0.25,0,0,0,0
30,67.1,1.7,23.2,0,1,2,0,5,43,14,0.326,0,0,0,0
31,84.1,1.72,28.4,0,1,1,0,3,20,4,0.2,0,0,0,0
36,51.8,1.72,17.5,0,1,0,0,1,6,2,0.333,0,0,0,0
57,108.0,1.81,33.0,1,0,2,0,3,23,5,0.217,0,0,0,1
42,60.2,1.73,20.1,1,0,1,0,3,21,4,0.19,0,0,0,1
25,98.7,1.95,26.0,1,0,1,1,3,18,4,0.222,0,0,0,1
45,95.1,1.76,30.7,1,0,0,0,1,5,2,0.4,0,0,0,1
34,62.9,1.82,19.0,1,0,1,0,3,20,4,0.2,0,0,0,1
24,89.3,1.7,30.9,0,1,0,0,1,5,2,0.4,0,0,0,1
60,88.3,1.85,25.8,1,0,1,0,3,21,6,0.286,0,0,0,1
31,51.6,1.79,16.1,0,1,0,0,3,23,5,0.217,0,0,0,0
54,86.1,1.68,30.5,0,1,0,0,3,21,4,0.19,0,0,0,0
38,68.9,1.77,22.0,0,1,1,0,5,48,16,0.333,0,0,0,0
38,77.4,1.73,25.9,0,1,0,0,1,5,2,0.4,0,0,0,1
31,86.1,1.79,26.9,0,1,2,0,3,26,6,0.231,0,0,0,0
31,55.2,1.56,22.7,0,1,0,0,3,26,6,0.231,0,0,0,0
18,64.7,1.79,20.2,0,1,1,0,3,25,6,0.24,0,0,0,0
24,74.1,1.85,21.7,1,0,0,0,1,5,2,0.4,0,0,0,1
49,88.4,1.87,25.3,1,0,1,0,1,5,2,0.4,0,0,0,1
19,61.7,1.76,19.9,1,0,0,0,1,6,2,0.333,0,0,0,1
42,109.3,1.68,38.7,1,0,0,0,1,6,2,0.333,0,0,0,1
35,57.6,1.58,23.1,0,1,0,0,3,21,6,0.286,0,0,0,0
20,52.0,1.69,18.2,0,1,0,2,1,3,2,0.667,0,0,0,0
24,83.2,1.79,26.0,1,0,0,0,1,6,2,0.333,0,0,0,1
48,90.0,1.59,35.6,0,1,0,0,1,6,2,0.333,0,0,0,0
51,70.4,1.78,22.2,0,1,0,0,1,5,2,0.4,0,0,0,1
57,51.8,1.77,16.5,0,1,1,0,3,18,4,0.222,0,0,0,0
21,69.6,1.59,27.5,0,1,0,0,5,43,14,0.326,0,0,0,0
54,63.6,1.57,25.8,0,1,0,0,3,22,4,0.182,0,0,0,0
35,63.7,1.75,20.8,0,1,1,0,1,6,2,0.333,0,0,0,0
58,54.8,1.56,22.5,0,1,0,1,3,18,4,0.222,0,0,0,0
37,97.6,1.89,27.3,1,0,1,0,3,22,5,0.227,0,0,0,1
35,58.0,1.8,17.9,0,1,0,0,5,46,14,0.304,0,0,0,0
57,84.7,1.65,31.1,0,1,1,0,3,21,6,0.286,0,0,0,0
35,86.8,1.73,29.0,1,0,1,0,1,5,2,0.4,0,0,0,1
20,79.3,1.68,28.1,1,0,0,0,5,45,15,0.333,0,0,0,0
40,82.1,1.71,28.1,1,0,2,0,5,43,16,0.372,0,0,0,0
26,53.7,1.71,18.4,0,1,0,0,3,24,6,0.25,0,0,0,0
46,85.5,1.71,29.2,0,1,0,1,1,5,2,0.4,0,0,0,1
54,70.8,1.71,24.2,0,1,0,1,3,18,5,0.278,0,0,0,0
45,59.2,1.66,21.5,0,1,0,0,1,6,2,0.333,0,0,0,0
23,69.3,1.9,19.2,1,0,0,0,3,25,6,0.24,0,0,0,0
43,82.3,1.79,25.7,0,1,1,0,3,25,6,0.24,0,0,0,0
48,62.2,1.79,19.4,1,0,1,1,3,18,4,0.222,0,0,0,1
19,64.7,1.66,23.5,1,0,0,0,3,23,6,0.261,0,0,0,1
22,62.3,1.77,19.9,0,1,1,1,1,4,2,0.5,0,0,0,0
20,73.6,1.61,28.4,0,1,0,1,3,14,3,0.214,0,0,0,0
41,65.9,1.81,20.1,1,0,2,0,3,26,6,0.231,0,0,0,0
22,55.9,1.76,18.0,0,1,0,1,1,4,2,0.5,0,0,0,0
34,98.5,1.92,26.7,1,0,1,0,3,24,6,0.25,0,0,0,1
60,96.2,1.93,25.8,1,0,2,0,3,23,4,0.174,0,0,0,1
51,93.3,1.93,25.0,1,0,0,0,5,49,17,0.347,0,0,0,0
39,96.3,1.7,33.3,1,0,0,0,1,6,2,0.333,0,0,0,1
35,68.8,1.69,24.1,0,1,1,0,3,23,5,0.217,0,0,0,0
51,107.7,1.72,36.4,1,0,1,0,3,21,4,0.19,0,0,0,1
19,79.9,1.61,30.8,0,1,0,0,5,43,16,0.372,0,0,0,0
34,75.8,1.6,29.6,0,1,0,0,1,5,2,0.4,0,0,0,1
38,93.0,1.91,25.5,1,0,0,0,3,20,4,0.2,0,0,0,1
36,73.7,1.72,24.9,1,0,0,1,1,5,2,0.4,0,0,0,1
30,85.5,1.82,25.8,1,0,0,0,3,23,6,0.261,0,0,0,1
60,52.6,1.67,18.9,0,1,1,0,1,5,2,0.4,0,0,0,1
21,59.1,1.71,20.2,0,1,0,0,3,24,6,0.25,0,0,0,0
49,89.2,1.74,29.5,1,0,1,1,3,15,4,0.267,0,0,0,1
48,108.9,1.83,32.5,1,0,1,0,1,5,2,0.4,0,0,0,1
34,63.3,1.76,20.4,0,1,0,0,5,43,16,0.372,0,0,0,0
30,109.1,1.71,37.3,1,0,0,0,5,47,16,0.34,0,0,0,0
60,68.5,1.73,22.9,0,1,2,0,1,5,2,0.4,0,0,0,1
43,105.4,1.92,28.6,1,0,0,0,1,6,2,0.333,0,0,0,1
44,69.9,1.78,22.1,0,1,0,0,3,20,5,0.25,0,0,0,0
45,76.1,1.73,25.4,0,1,0,0,1,5,2,0.4,0,0,0,1
50,85.2,1.79,26.6,1,0,0,0,1,5,2,0.4,0,0,0,1
24,71.2,1.71,24.3,0,1,0,0,3,23,6,0.261,0,0,0,0
35,74.7,1.66,27.1,1,0,0,0,1,6,2,0.333,0,0,0,1
51,65.2,1.63,24.5,0,1,0,0,3,23,4,0.174,0,0,0,0
27,86.7,1.61,33.4,0,1,0,0,1,5,2,0.4,0,0,0,1
40,78.7,1.7,27.2,1,0,0,0,5,44,15,0.341,0,0,0,0
46,80.6,1.89,22.6,1,0,1,0,3,23,4,0.174,0,0,0,1
44,61.6,1.58,24.7,0,1,2,0,3,22,5,0.227,0,0,0,0
42,95.6,1.71,32.7,1,0,1,0,3,23,6,0.261,0,0,0,1
21,83.1,1.68,29.4,1,0,0,0,3,22,5,0.227,0,0,0,1
30,108.1,1.76,34.9,1,0,1,0,5,47,17,0.362,0,0,0,0
34,73.2,1.7,25.3,0,1,0,0,3,23,6,0.261,0,0,0,0
58,83.7,1.84,24.7,1,0,0,2,5,30,12,0.4,0,0,0,1
38,68.3,1.56,28.1,0,1,2,0,3,23,6,0.261,0,0,0,0
41,73.2,1.79,22.8,1,0,0,0,5,48,17,0.354,0,0,0,0
32,83.4,1.59,33.0,0,1,0,0,3,22,5,0.227,0,0,0,0
39,76.7,1.89,21.5,1,0,1,1,3,18,4,0.222,0,0,0,1
49,75.8,1.78,23.9,1,0,1,0,5,45,13,0.289,0,0,0,0
32,109.0,1.91,29.9,1,0,0,0,3,22,4,0.182,0,0,0,1
58,88.1,1.79,27.5,1,0,1,1,3,19,4,0.211,0,0,0,1
28,76.2,1.95,20.0,1,0,0,0,1,6,2,0.333,0,0,0,1
49,64.1,1.57,26.0,0,1,0,0,1,5,2,0.4,0,0,0,1
36,80.8,1.71,27.6,1,0,2,0,5,45,14,0.311,0,0,0,0
60,71.9,1.77,22.9,0,1,0,1,3,14,4,0.286,0,0,0,0
36,52.2,1.64,19.4,0,1,0,0,1,6,2,0.333,0,0,0,0
43,79.1,1.69,27.7,0,1,1,0,1,6,2,0.333,0,0,0,0
25,89.1,1.87,25.5,1,0,1,0,1,6,2,0.333,0,0,0,1
59,107.0,1.83,32.0,1,0,0,0,3,23,6,0.261,0,0,0,1
31,72.7,1.92,19.7,1,0,0,0,1,5,2,0.4,0,0,0,1
43,102.9,1.73,34.4,1,0,0,1,1,5,2,0.4,0,0,0,1
53,66.4,1.7,23.0,0,1,0,1,3,14,3,0.214,0,0,0,0
58,72.3,1.72,24.4,1,0,0,0,5,43,14,0.326,0,0,0,0
53,70.8,1.58,28.4,0,1,0,0,3,22,6,0.273,0,0,0,0
37,68.7,1.77,21.9,0,1,1,0,3,23,4,0.174,0,0,0,0
34,109.4,1.76,35.3,1,0,0,0,3,21,6,0.286,0,0,0,1
24,62.8,1.69,22.0,0,1,1,0,3,23,5,0.217,0,0,0,0
36,60.2,1.87,17.2,1,0,0,0,1,6,2,0.333,0,0,0,1
59,76.0,1.56,31.2,0,1,0,0,1,6,2,0.333,0,0,0,0
18,104.1,1.83,31.1,1,0,0,0,3,25,6,0.24,0,0,0,0
44,54.8,1.59,21.7,0,1,0,1,1,5,2,0.4,0,0,0,1
55,56.3,1.6,22.0,0,1,1,0,5,45,14,0.311,0,0,0,0
36,59.9,1.65,22.0,0,1,0,0,3,24,5,0.208,0,0,0,0
21,88.0,1.91,24.1,1,0,1,0,3,21,5,0.238,0,0,0,1
34,71.7,1.72,24.2,0,1,1,0,3,23,4,0.174,0,0,0,0
18,65.1,1.69,22.8,1,0,0,0,3,21,6,0.286,0,0,0,1
29,67.4,1.56,27.7,0,1,1,1,5,34,12,0.353,0,0,0,1
49,105.5,1.7,36.5,1,0,1,0,1,5,2,0.4,0,0,0,1
55,55.0,1.74,18.2,0,1,1,0,3,22,4,0.182,0,0,0,0
25,65.8,1.71,22.5,1,0,0,0,1,6,2,0.333,0,0,0,1
39,86.5,1.83,25.8,1,0,0,1,5,40,16,0.4,0,0,0,1
21,90.2,1.69,31.6,1,0,1,0,1,5,2,0.4,0,0,0,1
38,101.7,1.83,30.4,1,0,0,0,1,5,2,0.4,0,0,0,1
18,74.4,1.78,23.5,1,0,1,0,3,25,6,0.24,0,0,0,0
36,88.9,1.57,36.1,0,1,0,0,5,48,17,0.354,0,0,0,0
22,88.2,1.86,25.5,1,0,0,0,1,6,2,0.333,0,0,0,1
54,64.7,1.77,20.7,0,1,1,0,5,46,15,0.326,0,0,0,0
22,94.5,1.95,24.9,1,0,1,0,1,6,2,0.333,0,0,0,1
46,69.3,1.69,24.3,0,1,0,0,3,23,6,0.261,0,0,0,0
33,80.2,1.67,28.8,0,1,1,0,5,46,16,0.348,0,0,0,0
29,84.8,1.74,28.0,1,0,1,0,5,44,16,0.364,0,0,0,0
20,77.0,1.59,30.5,0,1,1,1,5,35,12,0.343,0,0,0,0
32,64.9,1.93,17.4,1,0,0,1,3,18,4,0.222,0,0,0,1
56,64.3,1.76,20.8,0,1,1,1,1,4,2,0.5,0,0,0,0
51,105.9,1.95,27.9,1,0,0,1,1,5,2,0.4,0,0,0,1
46,64.2,1.7,22.2,0,1,0,0,3,21,5,0.238,0,0,0,0
20,92.5,1.9,25.6,1,0,0,0,5,43,15,0.349,0,0,0,0
38,57.6,1.72,19.5,0,1,0,0,3,21,4,0.19,0,0,0,0
42,70.9,1.86,20.5,1,0,0,0,1,5,2,0.4,0,0,0,1
47,79.8,1.93,21.4,1,0,1,0,1,5,2,0.4,0,0,0,1
37,66.5,1.59,26.3,0,1,0,0,1,5,2,0.4,0,0,0,1
26,67.6,1.72,22.9,0,1,0,0,3,23,6,0.261,0,0,0,0
35,58.5,1.72,19.8,0,1,1,0,1,5,2,0.4,0,0,0,1
31,74.7,1.91,20.5,1,0,0,0,1,5,2,0.4,0,0,0,1
45,84.6,1.68,30.0,1,0,2,0,1,5,2,0.4,0,0,0,1
24,66.8,1.75,21.8,0,1,2,1,1,5,2,0.4,0,0,0,1
38,75.2,1.58,30.1,0,1,0,1,3,19,4,0.211,0,0,0,0
57,69.4,1.77,22.2,0,1,0,1,3,14,4,0.286,0,0,0,0
37,107.5,1.73,35.9,1,0,1,0,5,47,17,0.362,0,0,0,0
26,78.7,1.93,21.1,1,0,0,0,1,6,2,0.333,0,0,0,1
59,50.1,1.55,20.9,0,1,0,0,3,20,4,0.2,0,0,0,0
49,74.8,1.8,23.1,1,0,1,0,3,21,6,0.286,0,0,0,1
37,67.1,1.94,17.8,1,0,0,0,3,24,6,0.25,0,0,0,1
27,61.9,1.65,22.7,1,0,0,1,1,4,2,0.5,0,0,0,0
48,86.4,1.73,28.9,0,1,0,0,1,5,2,0.4,0,0,0,1
26,100.9,1.7,34.9,1,0,2,0,3,23,6,0.261,0,0,0,1
58,52.7,1.69,18.5,0,1,0,1,1,5,2,0.4,0,0,0,1
22,73.8,1.72,24.9,1,0,0,0,1,5,2,0.4,0,0,0,1
20,69.0,1.69,24.2,1,0,0,1,3,17,4,0.235,0,0,0,1
19,60.6,1.8,18.7,0,1,0,0,1,6,2,0.333,0,0,0,0
48,59.3,1.77,18.9,0,1,0,1,1,4,2,0.5,0,0,0,0
53,66.7,1.75,21.8,1,0,2,0,3,19,5,0.263,0,0,0,1
27,81.0,1.56,33.3,0,1,0,1,3,17,4,0.235,0,0,0,0
46,92.8,1.95,24.4,1,0,1,0,3,24,6,0.25,0,0,0,1
58,94.4,1.68,33.4,1,0,0,1,1,5,2,0.4,0,0,0,1
18,102.2,1.88,28.9,1,0,2,0,1,5,2,0.4,0,0,0,1
42,71.3,1.7,24.7,0,1,0,0,3,18,4,0.222,0,0,0,0
21,69.0,1.7,23.9,0,1,1,0,1,5,2,0.4,0,0,0,1
49,100.5,1.75,32.8,1,0,0,0,3,26,6,0.231,0,0,0,0
32,74.7,1.66,27.1,0,1,1,0,1,5,2,0.4,0,0,0,1
28,108.5,1.85,31.7,1,0,1,0,1,5,2,0.4,0,0,0,1
40,88.0,1.87,25.2,1,0,0,0,3,23,6,0.261,0,0,0,1
20,80.7,1.65,29.6,0,1,0,0,1,6,2,0.333,0,0,0,0
50,66.0,1.68,23.4,1,0,2,1,3,20,5,0.25,0,0,0,1
49,59.8,1.57,24.3,0,1,2,0,1,5,2,0.4,0,0,0,1
53,97.1,1.84,28.7,1,0,1,0,3,22,4,0.182,0,0,0,1
32,51.6,1.77,16.5,0,1,0,0,1,5,2,0.4,0,0,0,1
54,52.6,1.55,21.9,0,1,1,1,1,4,2,0.5,0,0,0,0
52,103.1,1.74,34.1,1,0,1,0,3,23,6,0.261,0,0,0,1
52,62.7,1.71,21.4,1,0,2,0,1,5,2,0.4,0,0,0,1
48,75.9,1.78,24.0,0,1,2,0,1,5,2,0.4,0,0,0,1
32,87.1,1.72,29.4,0,1,1,0,3,21,6,0.286,0,0,0,0
32,79.9,1.71,27.3,0,1,2,0,3,23,6,0.261,0,0,0,0
54,70.7,1.73,23.6,1,0,0,0,1,5,2,0.4,0,0,0,1
31,73.4,1.75,24.0,1,0,0,0,1,5,2,0.4,0,0,0,1
51,78.9,1.77,25.2,0,1,0,0,3,21,4,0.19,0,0,0,0
58,67.2,1.65,24.7,0,1,0,0,1,5,2,0.4,0,0,0,1
20,64.0,1.87,18.3,1,0,0,1,1,5,2,0.4,0,0,0,1
50,98.3,1.9,27.2,1,0,0,0,3,25,6,0.24,0,0,0,0
32,85.8,1.71,29.3,0,1,1,0,5,45,15,0.333,0,0,0,0
28,64.7,1.8,20.0,0,1,0,0,1,6,2,0.333,0,0,0,0
35,71.2,1.63,26.8,0,1,0,0,3,21,4,0.19,0,0,0,0
23,78.6,1.66,28.5,1,0,1,0,3,25,6,0.24,0,0,0,0
39,84.0,1.8,25.9,1,0,0,0,3,24,6,0.25,0,0,0,1
37,68.6,1.79,21.4,0,1,1,1,5,44,16,0.364,0,0,0,0
49,104.8,1.78,33.1,1,0,0,0,3,22,6,0.273,0,0,0,1
32,85.2,1.79,26.6,1,0,0,0,3,19,5,0.263,0,0,0,1
52,72.0,1.68,25.5,0,1,1,1,3,19,5,0.263,0,0,0,0
27,75.0,1.78,23.7,1,0,0,0,3,20,4,0.2,0,0,0,1
46,98.3,1.75,32.1,1,0,0,0,3,22,5,0.227,0,0,0,1
39,55.4,1.65,20.3,0,1,0,0,1,5,2,0.4,0,0,0,1
56,101.5,1.72,34.3,1,0,0,0,3,22,4,0.182,0,0,0,1
35,72.4,1.7,25.1,0,1,0,0,1,5,2,0.4,0,0,0,1
48,55.0,1.79,17.2,0,1,1,0,1,5,2,0.4,0,0,0,1
39,97.3,1.69,34.1,1,0,0,1,1,5,2,0.4,0,0,0,1
30,103.7,1.65,38.1,1,0,0,0,1,5,2,0.4,0,0,0,1
59,57.4,1.7,19.9,0,1,1,0,3,25,6,0.24,0,0,0,0
32,67.0,1.7,23.2,1,0,1,0,3,24,4,0.167,0,0,0,1
33,86.4,1.69,30.3,1,0,0,0,5,48,17,0.354,0,0,0,0
58,84.7,1.68,30.0,0,1,0,0,1,6,2,0.333,0,0,0,0
51,73.1,1.68,25.9,1,0,0,0,3,25,5,0.2,0,0,0,0
38,69.9,1.74,23.1,0,1,0,1,1,4,2,0.5,0,0,0,0
42,74.4,1.67,26.7,1,0,0,0,1,5,2,0.4,0,0,0,1
